Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,Att (GK),PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA
Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,22,2000,4,2,238,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,67,100,67.0,1906,1648,19,19,100.0,27,27,100.0,21,53,39.6,0,0.0,0.0,0.0,0,2,0,0,0,72,28,6,0,0,0,0,0,0,0,0,67,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,104,84,104,0,0,0,104,0,0,0.0,0,0.0,58,348,192,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,4.0,1.51,12.0,8.0,66.7,1.0,0.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.2,-1.6,-0.61,18.0,49.0,36.7,78.0,20.0,35.9,32.4,22.0,95.5,64.5,41.0,2.0,4.9,3.0,1.13,15.3
Kepa Arrizabalaga,es ESP,GK,Real Madrid,es La Liga,28,1994,14,13,1198,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,386,456,84.6,8976,5956,89,90,98.9,225,226,99.6,72,139,51.8,0,0.0,0.0,0.0,0,2,0,0,0,374,82,12,0,1,0,0,0,0,0,0,386,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,474,412,471,3,0,0,474,0,0,0.0,0,0.0,313,1259,808,0,0,0,0,0,300,0,1,0,0,0,2,0,0,0,0,17,2,0,100.0,9.0,0.68,38.0,30.0,76.3,10.0,2.0,1.0,8.0,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.28,2.0,0.15,34.0,92.0,37.0,386.0,57.0,19.2,27.0,70.0,25.7,30.6,157.0,6.0,3.8,10.0,0.75,14.7
Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,1991,34,34,3060,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1104,1482,74.5,34968,23711,76,77,98.7,571,576,99.1,457,826,55.3,0,0.0,0.1,0.0,1,25,1,0,0,1038,442,126,0,2,0,0,0,0,0,0,1104,2,1,5,0.15,2,3,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0,3,0,0,3,5,60.0,2,0,0,0,0,3,6,1,1574,1241,1560,14,0,0,1574,0,0,0.0,0,0.0,883,4548,2524,0,0,0,2,0,716,0,1,0,0,1,2,0,0,1,0,33,4,1,80.0,55.0,1.62,174.0,121.0,72.4,10.0,12.0,12.0,6.0,17.6,10.0,7.0,1.0,2.0,12.5,7.0,0.0,7.0,3.0,53.6,0.27,1.6,0.05,249.0,595.0,41.8,1164.0,167.0,35.2,35.9,316.0,58.5,46.1,495.0,24.0,4.8,17.0,0.5,13.2
Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33,1990,32,32,2880,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,867,1166,74.4,20302,13375,230,230,100.0,443,449,98.7,193,479,40.3,0,0.0,0.0,0.0,0,8,1,0,1,890,271,59,0,2,0,0,0,0,0,0,867,5,1,1,0.03,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,9,1,1228,1013,1218,12,0,0,1228,0,0,0.0,0,0.0,704,3122,1991,0,0,0,0,0,657,0,2,0,0,0,6,0,0,0,0,58,8,1,88.9,48.0,1.5,137.0,87.0,71.5,10.0,13.0,9.0,7.0,21.9,11.0,9.0,2.0,0.0,18.2,9.0,0.0,4.0,0.0,48.3,0.28,0.3,0.01,102.0,361.0,28.3,949.0,137.0,28.9,29.8,212.0,41.0,36.2,452.0,16.0,3.5,30.0,0.94,15.2
Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,36,1986,4,4,360,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,91,98,92.9,1934,1059,17,17,100.0,62,62,100.0,12,19,63.2,0,0.0,0.0,0.0,0,1,0,0,0,78,20,2,0,0,0,0,0,0,0,0,91,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,103,91,102,1,0,0,103,0,0,0.0,0,0.0,78,316,123,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,6.0,1.5,12.0,6.0,58.3,2.0,2.0,0.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.7,0.31,-1.3,-0.33,4.0,9.0,44.4,80.0,12.0,10.0,23.5,18.0,5.6,22.2,37.0,0.0,0.0,5.0,1.25,16.3
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,31,1992,25,25,2250,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,688,949,72.5,20991,15027,104,105,99.0,300,305,98.4,283,535,52.9,0,0.2,0.1,-0.2,1,29,0,0,1,726,221,60,0,2,0,0,0,0,0,0,688,2,0,6,0.24,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,16,5,1004,794,995,9,0,0,1004,0,0,0.0,0,0.0,605,3130,1910,0,0,0,1,0,528,0,2,0,0,1,3,0,0,1,0,33,8,0,100.0,39.0,1.56,115.0,78.0,67.8,8.0,6.0,11.0,4.0,16.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,36.4,0.3,-0.6,-0.03,161.0,390.0,41.3,786.0,118.0,36.3,35.0,161.0,65.2,48.4,335.0,25.0,7.5,38.0,1.52,15.7
Lapo Nava,it ITA,GK,Milan,it Serie A,19,2004,1,0,3,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,43,43,0,0,0.0,0,0,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,30.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,-0.1,-2.83,1.0,1.0,100.0,1.0,0.0,100.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27,1996,37,37,3330,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,783,1272,61.6,28541,23677,96,97,99.0,285,297,96.0,401,870,46.1,1,0.0,0.2,1.0,1,49,1,0,0,833,432,127,0,2,0,0,0,0,0,0,783,7,0,8,0.22,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,25,2,1385,1055,1375,9,1,1,1385,0,0,0.0,0,0.0,689,3602,1933,0,0,0,2,0,599,0,0,0,0,0,3,0,0,0,0,49,5,1,83.3,49.0,1.32,153.0,105.0,69.3,9.0,10.0,18.0,8.0,21.6,2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,40.7,0.26,-7.3,-0.2,323.0,763.0,42.3,960.0,109.0,54.5,41.1,305.0,78.7,56.4,487.0,22.0,4.5,43.0,1.16,15.3
Loris Karius,de GER,GK,Newcastle Utd,eng Premier League,30,1993,1,1,90,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,21,37,56.8,507,279,4,4,100.0,14,14,100.0,3,18,16.7,0,0.0,0.0,0.0,0,0,0,0,0,24,12,3,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,41,34,41,0,0,0,41,0,0,0.0,0,0.0,17,57,25,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.0,4.0,7.0,4.0,42.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.29,-1.0,-0.99,3.0,18.0,16.7,27.0,5.0,48.1,36.3,9.0,55.6,41.8,10.0,1.0,10.0,3.0,3.0,19.5
Luca Gemello,it ITA,GK,Torino,it Serie A,23,2000,2,2,180,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,95,118,80.5,2351,1529,18,18,100.0,54,54,100.0,23,44,52.3,0,0.0,0.0,0.0,0,1,0,0,0,99,17,5,0,0,0,0,0,0,0,0,95,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1,122,78,120,2,0,0,122,0,0,0.0,0,0.0,87,509,405,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,5.0,2.5,9.0,4.0,55.6,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.6,0.31,-1.4,-0.72,10.0,29.0,34.5,104.0,8.0,26.9,31.1,12.0,8.3,19.7,24.0,3.0,12.5,3.0,1.5,12.0
Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21,2001,33,33,2969,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,914,1186,77.1,21421,14432,260,262,99.2,431,434,99.3,215,478,45.0,0,0.1,0.1,-0.1,2,9,2,0,2,956,226,103,1,3,0,0,0,0,0,0,914,4,0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0,3,0,3,0,0,3,4,75.0,1,1,0,1,0,3,11,2,1255,968,1249,6,0,0,1255,0,0,0.0,0,0.0,931,4958,2712,0,0,0,1,2,692,0,1,0,0,1,7,0,0,1,0,54,4,0,100.0,32.0,0.97,123.0,91.0,76.4,16.0,10.0,7.0,15.0,45.5,5.0,3.0,2.0,0.0,40.0,3.0,0.0,2.0,2.0,35.7,0.26,5.7,0.17,101.0,344.0,29.4,1059.0,121.0,26.5,29.6,123.0,51.2,44.5,388.0,25.0,6.4,28.0,0.85,12.7
Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33,1989,33,33,2970,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,706,886,79.7,16511,12037,186,187,99.5,360,369,97.6,156,320,48.8,0,0.0,0.0,0.0,0,4,0,0,1,695,186,41,0,2,0,0,0,0,0,0,706,5,1,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,10,2,939,777,925,14,0,0,939,0,0,0.0,0,0.0,543,2958,1580,0,1,1,1,0,456,0,2,0,0,0,1,0,0,0,0,51,8,1,88.9,24.0,0.73,102.0,78.0,76.5,28.0,5.0,0.0,15.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.5,0.27,3.5,0.11,71.0,202.0,35.1,736.0,165.0,20.8,27.6,145.0,33.8,34.5,313.0,27.0,8.6,39.0,1.18,16.5
Luís Maximiano,pt POR,GK,Almería,es La Liga,24,1999,33,33,2970,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,833,1266,65.8,22967,17069,144,144,100.0,424,434,97.7,265,681,38.9,0,0.0,0.0,0.0,0,11,0,0,0,862,397,133,0,1,0,0,0,0,0,0,833,7,0,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,2,1355,1096,1336,19,0,0,1355,3,3,100.0,0,0.0,710,3504,2214,0,0,0,0,0,592,0,1,0,0,1,3,0,0,1,0,42,4,0,100.0,63.0,1.91,175.0,111.0,66.3,2.0,11.0,20.0,6.0,18.2,7.0,4.0,1.0,2.0,20.0,4.0,0.0,7.0,0.0,59.7,0.32,-3.3,-0.1,158.0,543.0,29.1,995.0,146.0,38.4,35.5,264.0,61.0,46.3,551.0,25.0,4.5,38.0,1.15,14.5
Maduka Okoye,ng NGA,GK,Udinese,it Serie A,23,1999,21,21,1890,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,275,451,61.0,9258,7764,68,68,100.0,90,90,100.0,116,285,40.7,0,0.0,0.0,0.0,0,10,0,0,0,244,203,42,0,0,0,0,0,0,0,0,275,4,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,2,491,448,489,2,0,0,491,0,0,0.0,0,0.0,203,1318,754,0,0,0,1,0,134,0,2,0,0,1,4,0,0,1,0,17,6,1,85.7,25.0,1.19,89.0,65.0,75.3,5.0,8.0,8.0,5.0,23.8,3.0,3.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,23.9,0.24,-0.1,0.0,99.0,263.0,37.6,286.0,45.0,55.9,41.7,161.0,64.0,49.0,365.0,7.0,1.9,2.0,0.1,8.7
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37,1986,23,23,2053,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,754,876,86.1,18448,11570,140,141,99.3,411,418,98.3,203,317,64.0,0,0.0,0.0,0.0,0,14,0,0,8,754,122,24,0,3,0,1,0,0,0,0,754,0,0,4,0.18,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,14,3,920,701,893,26,1,1,920,1,1,100.0,0,0.0,572,3020,1842,0,0,0,1,0,579,0,1,0,0,1,2,0,0,1,0,31,6,3,66.7,33.0,1.45,93.0,59.0,66.7,16.0,1.0,6.0,6.0,26.1,3.0,2.0,1.0,0.0,33.3,2.0,1.0,1.0,0.0,29.1,0.29,-3.9,-0.17,73.0,159.0,45.9,779.0,110.0,18.6,27.7,97.0,14.4,26.0,231.0,9.0,3.9,32.0,1.4,17.5
Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33,33,2970,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1031,1715,60.1,36529,30871,129,133,97.0,332,343,96.8,566,1226,46.2,0,0.2,0.4,-0.2,4,92,7,2,19,1313,393,184,0,8,4,0,0,0,0,0,1031,9,0,29,0.88,21,8,0,0,0,0,3,0.09,2,1,0,0,0,0,2,1,2,0,0,2,4,50.0,2,0,0,0,1,3,25,1,1820,1045,1649,172,5,0,1820,1,1,100.0,0,0.0,1108,6090,4104,0,1,0,2,0,919,0,5,0,0,2,4,0,0,2,0,81,14,3,82.4,70.0,2.12,185.0,116.0,67.0,7.0,12.0,14.0,4.0,12.1,11.0,9.0,2.0,0.0,18.2,9.0,0.0,9.0,3.0,59.6,0.27,-7.4,-0.22,430.0,1041.0,41.3,1498.0,89.0,61.0,42.5,208.0,61.1,46.9,510.0,35.0,6.9,104.0,3.15,19.8
Marc Martínez,es ESP,GK,Granada,es La Liga,33,1990,3,3,270,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,75,98,76.5,2109,1699,19,19,100.0,31,32,96.9,25,47,53.2,0,0.0,0.0,0.0,0,1,0,0,0,64,34,10,0,0,0,0,0,0,0,0,75,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,112,90,107,5,0,0,112,0,0,0.0,0,0.0,55,263,176,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,11.0,3.67,23.0,12.0,60.9,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,12.1,0.46,1.1,0.37,17.0,39.0,43.6,74.0,9.0,33.8,33.3,24.0,58.3,46.3,30.0,0.0,0.0,10.0,3.33,23.0
Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,1992,28,28,2520,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,927,1036,89.5,22797,16159,182,183,99.5,490,501,97.8,251,344,73.0,0,0.1,0.1,-0.1,1,9,1,0,1,818,216,53,0,1,0,0,0,0,0,0,927,2,2,8,0.29,7,1,0,0,0,0,2,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3,1080,816,1068,13,0,0,1080,0,0,0.0,0,0.0,695,3459,2503,0,0,0,1,0,609,0,3,0,0,0,1,0,0,0,0,55,4,0,100.0,27.0,0.96,102.0,75.0,75.5,20.0,5.0,3.0,15.0,53.6,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,27.7,0.25,0.7,0.03,92.0,167.0,55.1,871.0,115.0,14.4,26.3,163.0,25.8,30.9,334.0,13.0,3.9,31.0,1.11,15.6
Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31,31,2790,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0.0,0.2,0.0,0,42,3,0,5,1092,401,112,0,4,0,0,0,0,0,0,1064,3,0,11,0.35,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,3,33.3,2,0,0,0,2,3,11,4,1570,1186,1530,40,0,0,1570,1,1,100.0,0,0.0,890,4586,2833,0,0,0,0,0,756,0,2,0,0,0,8,0,0,0,0,53,8,2,80.0,76.0,2.45,198.0,123.0,62.1,3.0,7.0,21.0,3.0,9.7,2.0,1.0,1.0,0.0,50.0,1.0,2.0,7.0,2.0,68.0,0.34,-6.0,-0.19,245.0,618.0,39.6,1204.0,182.0,36.3,34.8,289.0,62.6,48.5,453.0,24.0,5.3,51.0,1.65,16.5
Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,23,1999,34,34,3060,0,0.0,0,1,0,0.0,0.03,0.0,0.0,0.0,7.5,0,0,0,0.1,0.1,0.13,-0.1,-0.1,1060,1235,85.8,21917,13487,351,355,98.9,500,513,97.5,185,337,54.9,0,0.0,0.1,0.0,0,1,0,0,0,1039,194,47,0,2,0,0,0,0,0,0,1060,2,5,3,0.09,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,3,1292,1071,1285,4,3,2,1292,2,2,100.0,0,0.0,1062,4593,2229,0,0,0,0,0,798,0,2,0,0,0,4,0,0,0,0,52,8,2,80.0,29.0,0.85,105.0,74.0,77.1,15.0,10.0,9.0,17.0,50.0,8.0,5.0,3.0,0.0,37.5,5.0,0.0,1.0,1.0,30.7,0.22,2.7,0.08,74.0,189.0,39.2,1086.0,158.0,14.4,23.9,147.0,22.4,25.5,376.0,32.0,8.5,21.0,0.62,12.2
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32,1991,32,32,2876,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,826,1100,75.1,25531,18973,95,95,100.0,404,404,100.0,325,595,54.6,0,0.1,0.1,-0.1,3,15,0,0,1,845,251,63,0,1,0,0,0,0,0,0,826,4,0,5,0.16,4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,18,3,1185,988,1177,8,0,0,1185,0,0,0.0,0,0.0,838,4115,1789,0,0,0,1,0,632,0,3,1,0,1,0,0,0,1,0,35,3,1,75.0,34.0,1.06,129.0,94.0,75.2,15.0,10.0,7.0,13.0,40.6,3.0,2.0,1.0,0.0,33.3,2.0,0.0,4.0,0.0,36.2,0.27,2.2,0.07,232.0,482.0,48.1,908.0,134.0,39.3,35.1,188.0,66.5,47.3,382.0,18.0,4.7,41.0,1.28,15.7
Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,23,2000,27,27,2425,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,619,879,70.4,18321,13014,73,75,97.3,320,330,97.0,225,467,48.2,0,0.0,0.0,0.0,0,11,0,0,0,635,238,45,0,0,0,0,0,0,0,0,619,6,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,22,3,955,861,954,1,0,0,955,0,0,0.0,0,0.0,484,2512,1389,0,0,0,1,0,424,0,0,0,0,1,2,0,0,1,0,39,7,1,87.5,30.0,1.11,107.0,75.0,75.7,15.0,5.0,7.0,8.0,29.6,7.0,4.0,2.0,1.0,33.3,4.0,0.0,2.0,0.0,29.3,0.22,-0.7,-0.03,121.0,338.0,35.8,680.0,142.0,30.6,33.8,193.0,67.4,51.7,332.0,20.0,6.0,39.0,1.45,14.7
Marco Silvestri,it ITA,GK,Udinese,it Serie A,32,1991,17,17,1530,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,324,451,71.8,8621,6421,69,71,97.2,173,178,97.2,82,201,40.8,0,0.0,0.0,0.0,0,2,0,0,0,301,149,44,0,0,0,0,0,0,0,0,324,1,0,2,0.12,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,5,3,488,442,488,0,0,0,488,0,0,0.0,0,0.0,250,1212,801,0,0,0,0,0,183,0,0,0,0,0,1,0,0,0,0,20,2,3,40.0,28.0,1.65,68.0,40.0,67.6,1.0,11.0,5.0,4.0,23.5,6.0,6.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,25.7,0.29,-2.3,-0.14,57.0,168.0,33.9,345.0,68.0,33.6,32.3,105.0,49.5,42.1,282.0,5.0,1.8,7.0,0.41,13.1
Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7,7,630,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,213,247,86.2,4909,3500,56,56,100.0,116,118,98.3,41,73,56.2,0,0.0,0.0,0.0,0,5,0,0,0,220,27,10,0,0,0,0,0,0,0,0,213,0,0,2,0.29,2,0,0,0,0,0,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,263,199,260,3,0,0,263,0,0,0.0,0,0.0,190,1070,685,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,11.0,1.57,33.0,23.0,69.7,3.0,3.0,1.0,2.0,28.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.9,0.25,-1.1,-0.15,20.0,51.0,39.2,230.0,40.0,20.4,26.9,17.0,23.5,29.1,81.0,5.0,6.2,9.0,1.29,15.4
Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,37,37,3285,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1131,1580,71.6,32732,22385,159,161,98.8,575,580,99.1,394,832,47.4,1,0.5,0.2,0.5,4,37,1,0,5,1122,455,166,0,5,0,0,0,0,0,0,1131,3,0,10,0.27,3,7,0,0,0,0,3,0.08,1,2,0,0,0,0,1,1,1,0,0,1,5,20.0,4,1,0,1,0,1,17,1,1658,1268,1584,74,0,0,1658,4,3,75.0,1,25.0,930,5167,2908,0,0,0,0,0,810,0,3,0,0,2,4,0,0,1,0,41,10,1,90.9,63.0,1.73,176.0,113.0,65.3,10.0,9.0,18.0,7.0,18.9,2.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,55.4,0.31,-7.6,-0.21,242.0,647.0,37.4,1288.0,131.0,36.6,34.5,289.0,60.9,46.7,568.0,44.0,7.7,37.0,1.01,12.6
