Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,AvgShotDistance,FKShots,PK,PKsAtt,xG,npxG,npxG/Sh,G-xG,npG-xG,PassesCompleted,PassesAttempted,TotCmp%,TotalPassDist,ProgPassDist,ShortPassCmp,ShortPassAtt,ShortPassCmp%,MedPassCmp,MedPassAtt,MedPassCmp%,LongPassCmp,LongPassAtt,LongPassCmp%,Assists,xAG,xA,A-xAG,KeyPasses,Final1/3Cmp,PenAreaCmp,CrsPenAreaCmp,ProgPasses,LivePass,DeadPass,FKPasses,ThruBalls,Switches,Crs,ThrowIn,CK,InSwingCK,OutSwingCK,StrCK,Cmpxxx,PassesToOff,PassesBlocked,SCA,SCA90,SCAPassLive,SCAPassDead,SCADrib,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPassLive,GCAPassDead,GCADrib,GCASh,GCAFld,GCADef,Tkl,TklWinPoss,Def3rdTkl,Mid3rdTkl,Att3rdTkl,DrbTkl,DrbPastAtt,DrbTkl%,DrbPast,Blocks,ShBlocks,PassBlocks,Int,Tkl+Int,Clr,Err,Touches,DefPenTouch,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,LiveTouch,AttDrb,SuccDrb,DrbSucc%,TimesTackled,TimesTackled%,Carries,TotalCarryDistance,ProgCarryDistance,ProgCarries,CarriesToFinalThird,CarriesToPenArea,CarryMistakes,Disposesed,ReceivedPass,ProgPassesRec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKsFaced,PKA,PKsv,PKm,Save%,PKGA,FKGA,CKGA,OGA,PSxG,PSxG/SoT,PSxG+/-,PSxG+/- /90,LaunchCmp,LaunchAtt,LaunchPassCmp%,Att (GK),PassThr,PassesLaunch%,AvgLenLaunch,GoalKicksAtt,GoalKicksLaunch%,AvgLen,OppCrs,StpCrs,CrsStp%,#OPA,#OPA/90,AvgDistOPA
David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32,32,2880,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,800,1068,74.9,19691,14108,228,231,98.7,387,391,99.0,183,439,41.7,0,0.0,0.1,0.0,0,30,0,0,2,898,167,71,0,1,0,0,0,0,0,0,800,3,2,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,8,5,1099,764,1060,39,0,0,1099,0,0,0.0,0,0.0,728,3442,1992,0,0,0,1,0,637,0,2,0,0,0,4,0,0,0,0,38,5,1,83.3,24.0,0.75,69.0,45.0,68.1,23.0,4.0,5.0,16.0,50.0,3.0,2.0,1.0,0.0,33.3,2.0,1.0,5.0,1.0,20.4,0.26,-2.6,-0.08,138.0,372.0,37.1,969.0,159.0,32.2,30.7,96.0,62.5,47.5,329.0,40.0,12.2,50.0,1.56,17.9
David Soria,es ESP,GK,Getafe,es La Liga,30,1993,38,38,3413,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,687,1295,53.1,27570,24122,41,42,97.6,233,242,96.3,412,1004,41.0,0,0.0,0.1,0.0,0,44,1,0,0,781,508,198,0,9,0,0,0,0,0,0,687,6,0,10,0.26,4,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,21,6,1393,1099,1386,7,0,0,1393,0,0,0.0,0,0.0,636,3979,2528,0,1,1,4,0,418,0,3,0,0,1,2,0,0,1,0,52,3,0,100.0,52.0,1.37,171.0,118.0,72.5,10.0,13.0,15.0,10.0,26.3,7.0,5.0,1.0,1.0,16.7,5.0,0.0,6.0,0.0,53.9,0.29,1.9,0.05,339.0,908.0,37.3,979.0,123.0,66.2,45.8,310.0,83.9,57.3,458.0,17.0,3.7,62.0,1.63,17.3
Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,26,1997,18,18,1620,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,280,485,57.7,7596,5485,75,78,96.2,120,123,97.6,81,277,29.2,0,0.0,0.0,0.0,0,9,1,0,0,342,140,35,0,0,0,0,0,0,0,0,280,3,0,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,2,536,478,536,0,0,0,536,0,0,0.0,0,0.0,284,1668,734,0,0,0,1,0,233,0,2,0,0,0,2,0,0,0,1,14,4,0,100.0,30.0,1.67,86.0,57.0,66.3,8.0,4.0,6.0,4.0,22.2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,27.4,0.31,-1.6,-0.09,59.0,245.0,24.1,377.0,52.0,46.7,38.6,105.0,65.7,47.0,246.0,5.0,2.0,17.0,0.94,13.8
Denis Petrić,rs SRB,GK,Nantes,fr Ligue 1,35,1988,1,0,24,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,8,75.0,156,126,2,2,100.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,7,8,0,0,0,8,0,0,0.0,0,0.0,6,38,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,3.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.28,-0.7,-2.71,1.0,2.0,50.0,7.0,2.0,28.6,30.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Diego Mariño,es ESP,GK,Almería,es La Liga,33,1990,1,1,90,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23,27,85.2,429,237,11,11,100.0,10,10,100.0,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,0,25,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,32,26,32,0,0,0,32,0,0,0.0,0,0.0,22,94,53,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,2.0,2.0,4.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.1,0.02,0.1,0.05,1.0,5.0,20.0,25.0,6.0,20.0,24.1,2.0,0.0,16.5,6.0,0.0,0.0,2.0,2.0,22.7
Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,25,1998,4,4,360,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,91,142,64.1,2762,1980,10,10,100.0,46,47,97.9,35,84,41.7,0,0.0,0.0,0.0,0,3,0,0,0,103,38,15,0,0,0,0,0,0,0,0,91,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,152,139,152,0,0,0,152,0,0,0.0,0,0.0,111,628,307,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,7,3,0,100.0,11.0,2.75,34.0,23.0,67.6,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.9,0.32,-0.1,-0.02,18.0,61.0,29.5,118.0,26.0,42.4,38.0,23.0,47.8,42.5,56.0,3.0,5.4,0.0,0.0,9.6
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,26,1997,1,1,90,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,24,32,75.0,959,841,2,2,100.0,11,11,100.0,11,19,57.9,0,0.0,0.0,0.0,0,2,0,0,0,20,12,3,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,34,28,34,0,0,0,34,0,0,0.0,0,0.0,17,96,64,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.16,0.7,0.66,10.0,18.0,55.6,23.0,3.0,52.2,42.0,9.0,66.7,54.2,12.0,0.0,0.0,1.0,1.0,23.0
Ederson,br BRA,GK,Manchester City,eng Premier League,29,1993,33,33,2785,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1077,1234,87.3,25898,17578,275,276,99.6,560,570,98.2,239,381,62.7,0,0.1,0.1,-0.1,1,25,1,0,4,1077,157,43,0,9,0,0,0,0,0,0,1077,0,1,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,1,1283,965,1263,20,0,0,1283,1,1,100.0,0,0.0,847,3714,2353,0,0,0,0,0,842,0,5,0,0,2,4,0,0,1,0,53,8,0,100.0,27.0,0.87,82.0,56.0,70.7,24.0,6.0,3.0,10.0,30.3,3.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,27.2,0.3,1.2,0.04,114.0,246.0,46.3,1120.0,137.0,18.3,27.2,114.0,36.0,36.3,247.0,25.0,10.1,50.0,1.62,17.3
Elia Caprile,it ITA,GK,Empoli,it Serie A,21,2001,23,23,2070,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,555,820,67.7,16234,12618,69,71,97.2,296,304,97.4,190,441,43.1,0,0.3,0.0,-0.3,2,13,0,0,0,590,226,67,0,0,0,0,0,0,0,0,555,4,0,8,0.35,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,16,2,895,716,889,7,0,0,895,0,0,0.0,0,0.0,469,2407,1471,0,0,0,1,0,408,0,0,0,0,1,7,0,0,0,0,18,10,2,83.3,27.0,1.17,106.0,78.0,78.3,6.0,6.0,11.0,5.0,21.7,5.0,4.0,1.0,0.0,20.0,4.0,0.0,5.0,0.0,27.6,0.22,0.6,0.02,117.0,350.0,33.4,657.0,137.0,40.3,36.8,159.0,53.5,45.1,391.0,31.0,7.9,20.0,0.87,13.3
Emil Audero,it ITA,GK,Inter,it Serie A,26,1997,4,4,337,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,166,197,84.3,3484,2227,44,45,97.8,96,100,96.0,25,49,51.0,0,0.0,0.0,0.0,0,1,0,0,0,174,21,3,0,0,0,0,0,0,0,0,166,2,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,200,173,200,0,0,0,200,0,0,0.0,0,0.0,147,639,377,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,3.0,0.8,11.0,8.0,72.7,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.28,0.1,0.02,6.0,24.0,25.0,177.0,28.0,11.9,24.6,18.0,16.7,27.2,54.0,6.0,11.1,2.0,0.53,10.2
Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30,1992,34,34,3015,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1190,1436,82.9,28047,16368,248,250,99.2,715,722,99.0,223,452,49.3,0,0.0,0.0,0.0,2,21,0,0,2,1170,259,100,0,0,0,0,0,0,0,0,1190,7,1,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,3,1509,1139,1484,25,0,0,1509,0,0,0.0,0,0.0,933,4389,2772,0,0,0,1,0,800,0,4,0,0,1,7,0,0,0,2,48,5,0,100.0,48.0,1.43,139.0,95.0,66.2,19.0,8.0,7.0,8.0,23.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,4.0,50.8,0.37,6.8,0.2,121.0,332.0,36.4,1270.0,157.0,21.0,27.7,159.0,40.9,36.1,373.0,45.0,12.1,69.0,2.06,17.5
Etrit Berisha,al ALB,GK,Empoli,it Serie A,34,1989,14,14,1260,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,339,494,68.6,8491,5766,73,73,100.0,184,188,97.9,81,228,35.5,0,0.0,0.0,0.0,0,6,0,0,0,356,134,44,0,1,0,0,0,0,0,0,339,4,0,2,0.14,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,1,532,456,530,2,0,0,532,0,0,0.0,0,0.0,314,1627,997,0,0,0,1,0,245,0,0,0,0,0,2,0,0,0,0,26,7,0,100.0,25.0,1.79,74.0,49.0,68.9,3.0,3.0,8.0,4.0,28.6,3.0,2.0,1.0,0.0,33.3,2.0,0.0,5.0,1.0,20.7,0.24,-3.3,-0.24,44.0,184.0,23.9,400.0,75.0,34.8,33.0,90.0,50.0,40.8,236.0,11.0,4.7,10.0,0.71,12.4
Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,28,1995,4,4,360,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,136,179,76.0,3385,2506,38,39,97.4,58,59,98.3,40,81,49.4,0,0.0,0.0,0.0,0,1,0,0,0,158,21,10,0,0,0,0,0,0,0,0,136,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,190,165,190,0,0,0,190,0,0,0.0,0,0.0,126,719,401,0,0,0,0,0,112,0,0,0,0,0,1,0,0,0,0,3,0,0,0.0,3.0,0.75,22.0,19.0,86.4,3.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.23,2.0,0.49,22.0,61.0,36.1,168.0,15.0,31.5,31.0,11.0,72.7,51.7,55.0,1.0,1.8,5.0,1.25,16.6
Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,6,6,535,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,166,206,80.6,3557,2149,58,58,100.0,82,83,98.8,25,64,39.1,0,0.0,0.0,0.0,0,0,0,0,0,160,46,12,0,0,0,0,0,0,0,0,166,0,0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,218,195,214,4,0,0,218,1,1,100.0,0,0.0,132,579,320,0,0,0,1,0,123,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,3.0,0.5,18.0,13.0,83.3,4.0,1.0,1.0,4.0,66.7,1.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,5.5,0.25,2.5,0.43,14.0,49.0,28.6,172.0,23.0,18.0,25.4,34.0,52.9,41.0,73.0,1.0,1.4,4.0,0.67,17.1
Fernando,es ESP,GK,Almería,es La Liga,33,1990,4,4,360,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,110,160,68.8,3175,2309,10,10,100.0,62,62,100.0,38,87,43.7,0,0.0,0.0,0.0,0,1,0,0,0,123,36,10,0,0,0,0,0,0,0,0,110,1,0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,2,0,169,138,167,2,0,0,169,0,0,0.0,0,0.0,93,536,339,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,10.0,2.5,23.0,13.0,56.5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.5,0.37,-1.5,-0.36,22.0,67.0,32.8,133.0,28.0,39.8,35.6,26.0,53.8,44.0,72.0,4.0,5.6,7.0,1.75,14.5
Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21,2002,36,36,3240,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1052,1303,80.7,26376,18619,240,241,99.6,570,572,99.7,238,482,49.4,0,0.0,0.0,0.0,0,13,0,0,0,975,325,80,0,2,0,0,0,0,0,0,1052,3,1,2,0.06,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0,3,1,3,0,0,3,4,75.0,1,0,0,0,2,5,10,3,1397,1240,1395,2,0,0,1397,1,1,100.0,0,0.0,798,4097,2334,0,0,0,4,1,663,0,4,0,0,2,5,0,0,1,0,40,11,0,100.0,63.0,1.75,205.0,143.0,72.2,13.0,10.0,13.0,6.0,16.7,6.0,6.0,0.0,0.0,0.0,6.0,1.0,9.0,1.0,59.8,0.27,-2.2,-0.06,144.0,360.0,40.0,1055.0,178.0,24.5,29.7,245.0,41.6,37.8,650.0,34.0,5.2,36.0,1.0,13.4
Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25,1998,31,31,2790,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1025,1345,76.2,27889,18248,166,168,98.8,556,566,98.2,299,600,49.8,0,0.1,0.2,-0.1,1,44,1,0,3,1053,285,98,0,3,0,0,0,0,0,0,1025,7,0,10,0.32,6,4,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,17,5,1437,903,1394,44,0,0,1437,0,0,0.0,0,0.0,889,4866,3052,0,0,0,1,0,764,0,4,0,0,2,4,0,0,2,1,64,6,3,66.7,52.0,1.68,158.0,106.0,71.5,10.0,9.0,12.0,3.0,9.7,10.0,7.0,2.0,1.0,22.2,7.0,0.0,10.0,2.0,49.3,0.26,-0.7,-0.02,169.0,450.0,37.6,1151.0,92.0,30.8,32.4,187.0,51.3,44.3,484.0,28.0,5.8,50.0,1.61,15.0
Fran Vieites,es ESP,GK,Betis,es La Liga,24,1999,4,3,315,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,76,119,63.9,2172,1363,9,9,100.0,39,42,92.9,27,65,41.5,0,0.0,0.0,0.0,0,1,0,0,0,68,49,14,0,0,0,0,0,0,0,0,76,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,130,118,129,1,0,0,130,0,0,0.0,0,0.0,60,301,204,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,4.0,1.14,18.0,14.0,77.8,1.0,2.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,0.25,0.5,0.15,13.0,50.0,26.0,82.0,18.0,37.8,36.5,35.0,54.3,46.4,65.0,3.0,4.6,2.0,0.57,10.5
Francesco Rossi,it ITA,GK,Atalanta,it Serie A,32,1991,1,0,5,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2,50.0,14,13,1,1,100.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0.0,0,0.0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.8,13.52,0.0,1.0,0.0,1.0,1.0,0.0,14.0,1.0,100.0,67.0,2.0,0.0,0.0,0.0,0.0,0.0
Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30,1992,33,33,2970,0,0.0,0,3,0,0.0,0.09,0.0,0.0,0.0,11.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,951,1316,72.3,26908,19806,173,173,100.0,475,483,98.3,296,651,45.5,0,0.1,0.1,-0.1,1,36,1,0,1,1003,311,93,0,3,0,0,0,0,0,0,951,2,0,4,0.12,1,2,0,1,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,1,2,20,2,1401,1071,1384,16,3,3,1401,0,0,0.0,0,0.0,806,4273,2894,0,1,1,1,0,705,0,2,0,0,0,4,0,0,0,0,46,10,1,90.9,56.0,1.7,162.0,105.0,68.5,9.0,6.0,18.0,7.0,21.2,7.0,5.0,2.0,0.0,28.6,5.0,2.0,7.0,1.0,51.7,0.28,-3.3,-0.1,198.0,525.0,37.7,1096.0,174.0,35.2,33.6,218.0,63.8,47.4,539.0,54.0,10.0,37.0,1.12,12.9
Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24,1999,25,25,2169,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,686,773,88.7,14587,8096,177,178,99.4,399,406,98.3,107,185,57.8,0,0.0,0.0,0.0,0,2,0,0,0,609,163,31,0,0,0,1,0,0,0,0,686,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,9,4,842,739,838,4,0,0,842,1,1,100.0,0,0.0,622,2547,1432,0,0,0,1,0,459,0,3,1,0,2,0,0,0,1,0,28,2,1,66.7,20.0,0.83,110.0,89.0,84.5,18.0,6.0,1.0,10.0,40.0,4.0,3.0,1.0,0.0,25.0,3.0,0.0,2.0,0.0,30.3,0.25,10.3,0.43,36.0,94.0,38.3,641.0,113.0,11.4,24.2,131.0,16.0,23.0,294.0,15.0,5.1,23.0,0.95,13.2
Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22,2000,37,37,3284,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,589,1111,53.0,18905,15286,107,111,96.4,253,262,96.6,228,734,31.1,0,0.4,0.1,-0.4,2,26,1,0,0,714,395,150,0,0,0,0,0,0,0,0,589,2,1,7,0.19,2,5,0,0,0,0,1,0.03,0,1,0,0,0,0,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,1216,1025,1211,5,0,0,1216,0,0,0.0,0,0.0,613,3426,1932,0,1,1,4,0,422,0,3,1,0,3,4,0,0,1,0,34,9,1,90.0,41.0,1.12,145.0,103.0,73.8,13.0,10.0,14.0,13.0,35.1,6.0,3.0,3.0,0.0,50.0,3.0,0.0,4.0,2.0,49.2,0.31,10.2,0.28,185.0,671.0,27.6,864.0,142.0,57.3,41.4,245.0,71.8,53.4,530.0,45.0,8.5,31.0,0.85,12.3
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25,1997,27,27,2365,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,974,1175,82.9,24299,15016,210,211,99.5,500,505,99.0,259,450,57.6,0,0.0,0.0,0.0,0,13,1,0,0,951,220,55,0,0,0,0,0,0,0,0,974,4,0,4,0.15,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,0,1239,945,1232,8,0,0,1239,1,1,100.0,0,0.0,746,3692,1728,0,0,0,0,0,731,0,1,0,0,2,3,0,0,2,0,41,5,0,100.0,34.0,1.29,118.0,84.0,75.4,14.0,8.0,5.0,7.0,25.9,6.0,5.0,1.0,0.0,16.7,5.0,0.0,9.0,1.0,36.8,0.28,3.8,0.14,106.0,268.0,39.6,1006.0,106.0,19.6,28.1,165.0,43.0,38.5,359.0,7.0,1.9,17.0,0.65,12.5
Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24,1999,3,2,181,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,55,80,68.8,1658,1275,7,7,100.0,28,28,100.0,20,45,44.4,0,0.0,0.0,0.0,0,2,0,0,0,60,20,10,0,0,0,0,0,0,0,0,55,0,0,1,0.5,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,81,63,81,0,0,0,81,0,0,0.0,0,0.0,61,363,203,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,4.0,4.0,100.0,2.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.3,0.13,12.0,36.0,33.3,70.0,10.0,41.4,37.2,10.0,70.0,55.4,24.0,0.0,0.0,2.0,0.99,23.0
Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26,1996,38,38,3420,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1335,1569,85.1,25924,15175,445,448,99.3,748,766,97.7,133,340,39.1,0,0.0,0.0,0.0,0,5,0,0,3,1272,292,91,0,0,0,0,0,0,0,0,1335,5,1,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,31,2,1680,1252,1664,17,0,0,1680,0,0,0.0,0,0.0,1029,4528,2573,0,0,0,0,0,986,0,2,0,0,0,8,0,0,0,0,61,21,1,95.5,61.0,1.61,167.0,109.0,67.7,20.0,6.0,12.0,7.0,18.4,7.0,7.0,0.0,0.0,0.0,7.0,1.0,8.0,3.0,60.0,0.32,2.0,0.05,53.0,225.0,23.6,1363.0,193.0,14.3,24.0,201.0,14.9,22.2,511.0,33.0,6.5,81.0,2.13,17.1
